grid_lat,grid_lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,cell_set_type,mw_cell_num,sub6_cell_num,nr_bandwidth,avail_cell_num,sub6_cell_num,total_avail_sample,avail_sample,avail_sample_ratio,thput_sample_num,thput_sample,thput_sample_ratio,thput_avg,thput_std,thput_0,thput_10,thput_25,thput_50,thput_75,thput_90,thput_100
-87.632,41.892,155,675,224,174270,155,52740,155,52941,None,None,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,9,0.0013132934481249088,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,224,174270,155,52941,155,52740,None,None,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,5,0.0007296074711805049,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,224,174270,155,53139,155,52941,155,52740,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,23,0.0033561943674303226,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,846,174270,155,52740,155,52941,155,53139,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,171,0.024952575514373267,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,846,174270,155,52941,155,52740,155,53139,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,214,0.031227199766525607,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,846,174270,155,52941,155,53139,155,52740,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,7,0.0010214504596527069,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,846,174270,155,52941,155,53139,None,None,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,3,0.00043776448270830295,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,846,174270,155,53139,155,52941,155,52740,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,721,0.10520939734422881,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,846,174270,155,53139,155,52941,None,None,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,38,0.005545016780971837,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,967,174270,155,52740,155,52941,None,None,None,None,None,None,None,None,LTE+Sub6,0,1,5,0,5,6853,3,0.00043776448270830295,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,None,None,155,52941,None,None,None,None,None,None,None,None,None,None,LTE,0,0,0,0,5,6853,102,0.0148839924120823,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,None,None,155,52740,155,52941,155,53139,None,None,None,None,None,None,LTE,0,0,0,0,5,6853,82,0.01196556252736028,1591,0,0.0,0,0,0,0,0,0,0,0,0,
-87.632,41.892,155,675,None,None,155,52740,155,52941,None,None,None,None,None,None,None,None,LTE,0,0,0,0,5,6853,22,0.0032102728731942215,1591,0,0.0,0,0,0,0,0,0,0,0,0,
